step_index,round_index,buyer_id,price,bid,buyer_utility,platform_utility,seller_utilities,platform_revenue,gain
0,0,buyer_1,0.8,1.074,0.661986,0.327856,"[0.019633, -0.019999, 0.005406]",0.392896,0.9822
1,1,buyer_2,0.8,0.3,0.581034,0.041736,"[-0.01679, -0.019978, -0.017089]",0.047878,0.8512
2,2,buyer_3,0.8,1.1586,0.745124,0.327856,"[0.013536, -0.019999, 0.011503]",0.392897,0.9822
3,3,buyer_4,0.8,0.9974,0.586756,0.327858,"[0.011503, -0.019999, 0.013536]",0.392898,0.9822
4,4,buyer_5,0.8,0.3,0.282743,0.041479,"[-0.016796, -0.019989, -0.017629]",0.047064,0.8367
5,5,buyer_6,0.8,1.2756,0.86007,0.327857,"[0.010487, -0.019999, 0.014552]",0.392897,0.9822
6,6,buyer_7,0.8,1.0611,0.649395,0.327857,"[0.010487, -0.019999, 0.014552]",0.392898,0.9822
7,7,buyer_8,0.8,1.0861,0.673878,0.327857,"[0.011503, -0.019999, 0.013536]",0.392897,0.9822
8,8,buyer_9,0.8,0.4281,0.273012,0.088168,"[-0.013514, -0.019879, -0.015047]",0.099728,0.8707
9,9,buyer_10,0.8,0.75,0.388533,0.287373,"[0.003324, -0.019956, 0.011749]",0.342491,0.9742
10,10,buyer_11,0.8,0.6708,0.370126,0.226753,"[0.001257, -0.01998, -0.000831]",0.267199,0.9501
11,11,buyer_12,0.8,1.2268,0.812078,0.327858,"[0.01252, -0.019999, 0.01252]",0.392899,0.9822
12,12,buyer_13,0.8,0.9439,0.534205,0.327856,"[0.007438, -0.019998, 0.017601]",0.392897,0.9822
13,13,buyer_14,0.8,1.1228,0.709922,0.327858,"[0.014552, -0.019999, 0.010487]",0.392898,0.9822
14,14,buyer_15,0.8,0.7,0.418108,0.248372,"[0.001623, -0.019835, 0.00274]",0.2929,0.9564
15,15,buyer_16,0.8,0.5,0.332882,0.121092,"[-0.010549, -0.019892, -0.01045]",0.140201,0.8973
16,16,buyer_17,0.8,0.8546,0.44651,0.327857,"[0.018617, -0.019999, 0.006422]",0.392897,0.9822
17,17,buyer_18,0.8,0.35,0.247782,0.057448,"[-0.015578, -0.019989, -0.01584]",0.066042,0.8626
18,18,buyer_19,0.8,1.1276,0.714707,0.327856,"[0.014552, -0.019999, 0.010487]",0.392897,0.9822
19,19,buyer_20,0.8,0.9317,0.522221,0.327856,"[0.003373, -0.019999, 0.021666]",0.392896,0.9822
20,20,buyer_21,0.8,1.0581,0.646398,0.327857,"[0.009471, -0.019999, 0.015568]",0.392897,0.9822
21,21,buyer_22,0.8,0.6545,0.365721,0.215069,"[0.000896, -0.019992, -0.002828]",0.253145,0.9455
22,22,buyer_23,0.8,1.2707,0.85523,0.327859,"[0.007438, -0.019999, 0.017601]",0.3929,0.9822
23,23,buyer_24,0.8,1.1931,0.779035,0.327856,"[0.006422, -0.019998, 0.018617]",0.392896,0.9822
24,24,buyer_25,0.8,1.0784,0.666333,0.327857,"[0.005406, -0.019999, 0.019633]",0.392897,0.9822
25,25,buyer_26,0.8,0.4,0.348175,0.076554,"[-0.01269, -0.019961, -0.015676]",0.088226,0.8823
26,26,buyer_27,0.8,0.7667,0.389974,0.300636,"[0.013693, -0.019984, 0.004443]",0.358788,0.9766
27,27,buyer_28,0.8,0.3,0.243774,0.042161,"[-0.017178, -0.019963, -0.017334]",0.047686,0.8477
28,28,buyer_29,0.8,0.4,0.312158,0.076416,"[-0.015094, -0.019968, -0.013246]",0.088108,0.8811
29,29,buyer_30,0.8,0.983,0.572691,0.327857,"[0.006422, -0.019999, 0.018617]",0.392898,0.9822
30,30,buyer_31,0.8,1.0448,0.633309,0.327857,"[0.00439, -0.019999, 0.020649]",0.392898,0.9822
31,31,buyer_32,0.8,1.2675,0.852102,0.327856,"[0.016584, -0.019999, 0.008454]",0.392897,0.9822
32,32,buyer_33,0.8,0.6,0.372178,0.179209,"[-0.003459, -0.019933, -0.006899]",0.208919,0.9285
33,33,buyer_34,0.8,0.65,0.382041,0.212083,"[0.00283, -0.019957, -0.006719]",0.248237,0.9401
34,34,buyer_35,0.8,0.75,0.407398,0.287409,"[0.007279, -0.019976, 0.007938]",0.342651,0.9747
35,35,buyer_36,0.8,0.48,0.311119,0.112301,"[-0.012694, -0.019841, -0.010084]",0.129681,0.9006
36,36,buyer_37,0.8,0.4,0.285939,0.075346,"[-0.014857, -0.019962, -0.013858]",0.086669,0.8667
37,37,buyer_38,0.8,0.75,0.4133,0.28743,"[0.006103, -0.019976, 0.009018]",0.342576,0.9744
38,38,buyer_39,0.8,0.5,0.335508,0.121376,"[-0.010751, -0.019999, -0.009194]",0.141432,0.9052
39,39,buyer_40,0.8,0.9698,0.559692,0.327857,"[0.005406, -0.019999, 0.019633]",0.392898,0.9822
40,40,buyer_41,0.8,0.7,0.41332,0.248493,"[0.000201, -0.019942, 0.005003]",0.293754,0.9592
41,41,buyer_42,0.8,1.1327,0.719664,0.327856,"[0.014552, -0.019998, 0.010487]",0.392897,0.9822
42,42,buyer_43,0.8,1.0003,0.589604,0.327856,"[0.012519, -0.019998, 0.012519]",0.392896,0.9822
43,43,buyer_44,0.8,0.6,0.360327,0.179267,"[-0.004834, -0.019947, -0.005193]",0.209294,0.9302
44,44,buyer_45,0.8,1.1323,0.719253,0.327857,"[0.014552, -0.019999, 0.010487]",0.392897,0.9822
45,45,buyer_46,0.8,1.1048,0.692245,0.327858,"[0.01252, -0.019999, 0.01252]",0.392898,0.9822
46,46,buyer_47,0.8,0.7,0.366059,0.248765,"[0.003896, -0.019964, 0.001368]",0.294064,0.9602
47,47,buyer_48,0.8,0.7,0.271034,0.248888,"[-0.001124, -0.019984, 0.006479]",0.294259,0.9608
48,48,buyer_49,0.8,0.9825,0.572148,0.327857,"[0.018617, -0.019999, 0.006422]",0.392898,0.9822
49,49,buyer_50,0.8,0.4,0.294964,0.075891,"[-0.013588, -0.019983, -0.015503]",0.086817,0.8682
