step_index,round_index,buyer_id,price,bid,buyer_utility,platform_utility,seller_utilities,platform_revenue,gain
0,0,buyer_1,0.1,1.074,1.005753,0.040996,"[-0.015044, -0.02, -0.016823]",0.049129,0.9822
1,1,buyer_2,1.05,0.5,0.565966,0.093018,"[-0.011464, -0.019986, -0.012866]",0.108702,0.9131
2,2,buyer_3,1.05,1.1586,0.622344,0.430311,"[0.024016, -0.019998, 0.021348]",0.515677,0.9822
3,3,buyer_4,1.1,0.5,0.791007,0.087865,"[-0.014114, -0.019995, -0.012043]",0.101713,0.8951
4,4,buyer_5,1.1,0.5,0.251709,0.087994,"[-0.013297, -0.019755, -0.012984]",0.101958,0.8972
5,5,buyer_6,1.1,1.2756,0.712734,0.450802,"[0.023317, -0.019998, 0.026112]",0.540233,0.9822
6,6,buyer_7,1.15,0.5,0.845033,0.084274,"[-0.013771, -0.019926, -0.014139]",0.096438,0.8872
7,7,buyer_8,1.15,0.5,0.871582,0.084186,"[-0.013996, -0.019918, -0.013342]",0.096931,0.8918
8,8,buyer_9,1.15,0.5,0.286258,0.084245,"[-0.013568, -0.019925, -0.013341]",0.097412,0.8962
9,9,buyer_10,1.1,0.5,0.579864,0.088381,"[-0.011863, -0.019806, -0.013229]",0.103484,0.9107
10,10,buyer_11,0.5,0.6708,0.413324,0.20491,"[-0.00031, -0.019999, 0.00096]",0.24556,0.9822
11,11,buyer_12,0.5,1.2268,0.959416,0.204911,"[-0.00031, -0.019999, 0.00096]",0.245561,0.9822
12,12,buyer_13,1.15,0.5,0.747388,0.08388,"[-0.012259, -0.01998, -0.01437]",0.097271,0.8949
13,13,buyer_14,1.15,1.1228,0.563625,0.449103,"[0.020007, -0.02, 0.028506]",0.537615,0.9808
14,14,buyer_15,1.1,0.5,0.581555,0.089618,"[-0.013163, -0.019927, -0.011593]",0.104935,0.9234
15,15,buyer_16,1.1,0.5,0.380628,0.089845,"[-0.012551, -0.019815, -0.012903]",0.104577,0.9203
16,16,buyer_17,1.1,0.5,0.66974,0.089759,"[-0.01438, -0.019913, -0.012749]",0.102715,0.9039
17,17,buyer_18,0.5,0.3638,0.224213,0.107932,"[-0.008379, -0.019996, -0.011354]",0.128203,0.9687
18,18,buyer_19,0.5,1.1276,0.862043,0.204911,"[-0.002216, -0.019999, 0.002865]",0.245561,0.9822
19,19,buyer_20,1.1,0.5,0.732795,0.088843,"[-0.013779, -0.019916, -0.013352]",0.101796,0.8958
20,20,buyer_21,0.5,1.0581,0.793731,0.204913,"[-0.00158, -0.019999, 0.00223]",0.245564,0.9822
21,21,buyer_22,1.1,0.5,0.491469,0.08877,"[-0.014033, -0.019976, -0.011508]",0.103253,0.9086
22,22,buyer_23,1.1,1.2707,0.707896,0.450803,"[0.01633, -0.019998, 0.033098]",0.540234,0.9822
23,23,buyer_24,1.1,1.1931,0.631698,0.450802,"[0.013536, -0.019998, 0.035893]",0.540233,0.9822
24,24,buyer_25,1.15,0.5,0.874751,0.084476,"[-0.014009, -0.019978, -0.012435]",0.098054,0.9021
25,25,buyer_26,1.1,0.5,0.34473,0.087815,"[-0.014055, -0.019996, -0.010946]",0.102818,0.9048
26,26,buyer_27,1.1,0.5,0.592282,0.088104,"[-0.012874, -0.019895, -0.012278]",0.103057,0.9069
27,27,buyer_28,1.1,0.5,0.208175,0.089126,"[-0.014373, -0.019887, -0.012088]",0.102779,0.9045
28,28,buyer_29,1.1,0.5,0.311508,0.089133,"[-0.01213, -0.019894, -0.013195]",0.103914,0.9144
29,29,buyer_30,0.5,0.983,0.720027,0.204912,"[0.00096, -0.019999, -0.00031]",0.245563,0.9822
30,30,buyer_31,1.1,0.5,0.845367,0.08908,"[-0.014036, -0.019945, -0.011929]",0.10317,0.9079
31,31,buyer_32,1.1,1.2675,0.704764,0.450804,"[0.028906, -0.019998, 0.020523]",0.540234,0.9822
32,32,buyer_33,1.1,0.5,0.463664,0.089374,"[-0.0142, -0.01994, -0.012363]",0.10287,0.9053
33,33,buyer_34,1.1,0.5,0.501148,0.088566,"[-0.013893, -0.019958, -0.012441]",0.102274,0.9
34,34,buyer_35,1.1,0.5,0.58706,0.088751,"[-0.013543, -0.019959, -0.013541]",0.101707,0.895
35,35,buyer_36,0.5,0.4895,0.245487,0.196394,"[0.001355, -0.02, -0.002334]",0.235415,0.9825
36,36,buyer_37,0.5,0.4299,0.239667,0.151174,"[-0.0093, -0.019999, -0.001163]",0.180712,0.9778
