mode,step_index,round_index,buyer_id,price,bid,buyer_utility,platform_utility,seller_utilities,platform_revenue,gain
all_rule,0,0,buyer_1,0.1,1.074,1.005753,0.040996,"[-0.015044, -0.02, -0.016823]",0.049129,0.9822
all_rule,1,1,buyer_2,1.05,0.7389,0.454431,0.208878,"[0.000634, -0.019992, -0.002835]",0.246686,0.9489
all_rule,2,2,buyer_3,1.05,1.1586,0.622344,0.430311,"[0.024016, -0.019998, 0.021348]",0.515677,0.9822
all_rule,3,3,buyer_4,1.1,0.9974,0.532066,0.3695,"[0.007995, -0.01999, 0.023748]",0.441253,0.9759
all_rule,4,4,buyer_5,1.05,0.3942,0.284538,0.056905,"[-0.015726, -0.019827, -0.015601]",0.06575,0.8887
all_rule,5,5,buyer_6,1.05,1.2756,0.73729,0.430311,"[0.021348, -0.019998, 0.024016]",0.515677,0.9822
all_rule,6,6,buyer_7,1.1,1.0611,0.538653,0.419544,"[0.023635, -0.019998, 0.018712]",0.501893,0.9806
all_rule,7,7,buyer_8,1.05,1.0861,0.551097,0.430312,"[0.021348, -0.019998, 0.024016]",0.515678,0.9822
all_rule,8,8,buyer_9,1.1,0.4281,0.304674,0.064151,"[-0.015785, -0.019962, -0.014791]",0.073614,0.8836
all_rule,9,9,buyer_10,1.1,0.7504,0.462494,0.204785,"[-0.003662, -0.019959, -0.001757]",0.239408,0.9354
all_rule,10,10,buyer_11,1.05,0.6708,0.42579,0.172247,"[-0.006208, -0.019889, -0.006305]",0.199845,0.9327
all_rule,11,11,buyer_12,1.05,1.2268,0.689299,0.430312,"[0.020014, -0.019998, 0.025349]",0.515678,0.9822
all_rule,12,12,buyer_13,1.1,0.9439,0.522672,0.329844,"[0.017789, -0.019982, 0.005086]",0.392738,0.9699
all_rule,13,13,buyer_14,1.05,1.1228,0.587143,0.430312,"[0.028017, -0.019998, 0.017347]",0.515678,0.9822
all_rule,14,14,buyer_15,1.1,0.7434,0.461862,0.200544,"[0.000476, -0.019958, -0.005336]",0.235726,0.9384
all_rule,15,15,buyer_16,1.1,0.5272,0.361462,0.098471,"[-0.012593, -0.019974, -0.011975]",0.11393,0.9017
all_rule,16,16,buyer_17,1.05,0.8546,0.48727,0.281786,"[-0.002029, -0.019985, 0.014585]",0.334357,0.9614
all_rule,17,17,buyer_18,1.05,0.3638,0.265036,0.048232,"[-0.016837, -0.019952, -0.015905]",0.055538,0.8811
all_rule,18,18,buyer_19,1.05,1.1276,0.591926,0.430312,"[0.033352, -0.019998, 0.012011]",0.515678,0.9822
all_rule,19,19,buyer_20,1.1,0.9317,0.518064,0.320934,"[0.016073, -0.019939, 0.00348]",0.380547,0.9645
all_rule,20,20,buyer_21,1.05,1.0581,0.523619,0.430311,"[0.01868, -0.019998, 0.026683]",0.515676,0.9822
all_rule,21,21,buyer_22,1.05,0.6545,0.41954,0.162833,"[-0.005838, -0.019924, -0.007099]",0.189972,0.9312
all_rule,22,22,buyer_23,1.05,1.2707,0.732452,0.430312,"[0.033352, -0.019998, 0.012011]",0.515678,0.9822
all_rule,23,23,buyer_24,1.05,1.1931,0.656252,0.430312,"[0.028017, -0.019998, 0.017347]",0.515678,0.9822
all_rule,24,24,buyer_25,1.1,1.0784,0.539706,0.433096,"[0.024322, -0.019997, 0.021482]",0.518903,0.9817
all_rule,25,25,buyer_26,1.1,0.4946,0.34494,0.086367,"[-0.012444, -0.019982, -0.013892]",0.10005,0.8996
all_rule,26,26,buyer_27,1.1,0.7667,0.469329,0.213757,"[0.002967, -0.019917, -0.005743]",0.251064,0.9396
all_rule,27,27,buyer_28,1.05,0.3438,0.256492,0.043447,"[-0.016981, -0.019995, -0.016258]",0.050212,0.8921
all_rule,28,28,buyer_29,1.05,0.4543,0.321505,0.076588,"[-0.014549, -0.019938, -0.013352]",0.08875,0.9031
all_rule,29,29,buyer_30,1.05,0.983,0.512167,0.376774,"[0.015992, -0.02, 0.018001]",0.450767,0.9795
all_rule,30,30,buyer_31,1.05,1.0448,0.515922,0.426142,"[0.01837, -0.019984, 0.026273]",0.510801,0.9827
all_rule,31,31,buyer_32,1.05,1.2675,0.72932,0.430312,"[0.024016, -0.019999, 0.021348]",0.515678,0.9822
all_rule,32,32,buyer_33,1.05,0.6258,0.407619,0.147903,"[-0.008644, -0.01995, -0.006263]",0.173045,0.9278
all_rule,33,33,buyer_34,1.05,0.6705,0.431639,0.171502,"[-0.004881, -0.019994, -0.004186]",0.20244,0.9457
all_rule,34,34,buyer_35,1.05,0.7696,0.463119,0.228039,"[-0.000135, -0.019974, -5.3e-05]",0.267878,0.9499
all_rule,35,35,buyer_36,1.05,0.4895,0.33677,0.089227,"[-0.01349, -0.01995, -0.013436]",0.102351,0.8971
all_rule,36,36,buyer_37,1.05,0.4299,0.30311,0.06819,"[-0.015057, -0.019938, -0.015166]",0.078028,0.8865
all_rule,37,37,buyer_38,1.05,0.7757,0.462413,0.23011,"[-0.002712, -0.019998, 0.003458]",0.270858,0.9453
all_rule,38,38,buyer_39,1.05,0.5269,0.361396,0.103485,"[-0.010872, -0.01992, -0.011642]",0.12105,0.9156
all_rule,39,39,buyer_40,1.05,0.9698,0.511023,0.366635,"[0.02097, -0.019983, 0.010887]",0.438509,0.9791
all_rule,40,40,buyer_41,1.05,0.7372,0.452001,0.207364,"[-0.003224, -0.019995, 0.000338]",0.244483,0.9448
all_rule,41,41,buyer_42,1.05,1.1327,0.596883,0.430312,"[0.028017, -0.019998, 0.017347]",0.515678,0.9822
all_rule,42,42,buyer_43,1.05,1.0003,0.513603,0.39047,"[0.026629, -0.019969, 0.010018]",0.467148,0.9805
all_rule,43,43,buyer_44,1.05,0.6124,0.402229,0.141906,"[-0.005869, -0.019948, -0.010515]",0.165573,0.9272
all_rule,44,44,buyer_45,1.05,1.1323,0.596472,0.430312,"[0.020014, -0.019998, 0.02535]",0.515678,0.9822
all_rule,45,45,buyer_46,1.05,1.1048,0.569465,0.430312,"[0.016013, -0.019998, 0.029351]",0.515678,0.9822
